,state,dates
18015,TG,2021-10-19
18016,TG,2021-10-20
18017,TG,2021-10-21
18018,TG,2021-10-22
18019,TG,2021-10-23
18020,TG,2021-10-24
18021,TG,2021-10-25
18022,TG,2021-10-26
18023,TG,2021-10-27
18024,TG,2021-10-28
18025,TG,2021-10-29
18026,TG,2021-10-30
18027,TG,2021-10-31
18028,TN,2020-03-07
18029,TN,2020-03-08
18030,TN,2020-03-09
18031,TN,2020-03-10
18032,TN,2020-03-11
18033,TN,2020-03-12
18034,TN,2020-03-13
18035,TN,2020-03-14
18036,TN,2020-03-15
18037,TN,2020-03-16
18038,TN,2020-03-17
18039,TN,2020-03-18
18040,TN,2020-03-19
18041,TN,2020-03-20
18042,TN,2020-03-21
18043,TN,2020-03-22
18044,TN,2020-03-23
18045,TN,2020-03-24
18046,TN,2020-03-25
18047,TN,2020-03-26
18048,TN,2020-03-27
18049,TN,2020-03-28
18050,TN,2020-03-29
18051,TN,2020-03-30
18052,TN,2020-03-31
18053,TN,2020-04-01
18054,TN,2020-04-02
18055,TN,2020-04-03
18056,TN,2020-04-04
18057,TN,2020-04-05
18058,TN,2020-04-06
18059,TN,2020-04-07
18060,TN,2020-04-08
18061,TN,2020-04-09
18062,TN,2020-04-10
18063,TN,2020-04-11
18064,TN,2020-04-12
18065,TN,2020-04-13
18066,TN,2020-04-14
18067,TN,2020-04-15
18068,TN,2020-04-16
18069,TN,2020-04-17
18070,TN,2020-04-18
18071,TN,2020-04-19
18072,TN,2020-04-20
18073,TN,2020-04-21
18074,TN,2020-04-22
18075,TN,2020-04-23
18076,TN,2020-04-24
18077,TN,2020-04-25
18078,TN,2020-04-26
18079,TN,2020-04-27
18080,TN,2020-04-28
18081,TN,2020-04-29
18082,TN,2020-04-30
18083,TN,2020-05-01
18084,TN,2020-05-02
18085,TN,2020-05-03
18086,TN,2020-05-04
18087,TN,2020-05-05
18088,TN,2020-05-06
18089,TN,2020-05-07
18090,TN,2020-05-08
18091,TN,2020-05-09
18092,TN,2020-05-10
18093,TN,2020-05-11
18094,TN,2020-05-12
18095,TN,2020-05-13
18096,TN,2020-05-14
18097,TN,2020-05-15
18098,TN,2020-05-16
18099,TN,2020-05-17
18100,TN,2020-05-18
18101,TN,2020-05-19
18102,TN,2020-05-20
18103,TN,2020-05-21
18104,TN,2020-05-22
18105,TN,2020-05-23
18106,TN,2020-05-24
18107,TN,2020-05-25
18108,TN,2020-05-26
18109,TN,2020-05-27
18110,TN,2020-05-28
18111,TN,2020-05-29
18112,TN,2020-05-30
18113,TN,2020-05-31
18114,TN,2020-06-01
18115,TN,2020-06-02
18116,TN,2020-06-03
18117,TN,2020-06-04
18118,TN,2020-06-05
18119,TN,2020-06-06
18120,TN,2020-06-07
18121,TN,2020-06-08
18122,TN,2020-06-09
18123,TN,2020-06-10
18124,TN,2020-06-11
18125,TN,2020-06-12
18126,TN,2020-06-13
18127,TN,2020-06-14
18128,TN,2020-06-15
18129,TN,2020-06-16
18130,TN,2020-06-17
18131,TN,2020-06-18
18132,TN,2020-06-19
18133,TN,2020-06-20
18134,TN,2020-06-21
18135,TN,2020-06-22
18136,TN,2020-06-23
18137,TN,2020-06-24
18138,TN,2020-06-25
18139,TN,2020-06-26
18140,TN,2020-06-27
18141,TN,2020-06-28
18142,TN,2020-06-29
18143,TN,2020-06-30
18144,TN,2020-07-01
18145,TN,2020-07-02
18146,TN,2020-07-03
18147,TN,2020-07-04
18148,TN,2020-07-05
18149,TN,2020-07-06
18150,TN,2020-07-07
18151,TN,2020-07-08
18152,TN,2020-07-09
18153,TN,2020-07-10
18154,TN,2020-07-11
18155,TN,2020-07-12
18156,TN,2020-07-13
18157,TN,2020-07-14
18158,TN,2020-07-15
18159,TN,2020-07-16
18160,TN,2020-07-17
18161,TN,2020-07-18
18162,TN,2020-07-19
18163,TN,2020-07-20
18164,TN,2020-07-21
18165,TN,2020-07-22
18166,TN,2020-07-23
18167,TN,2020-07-24
18168,TN,2020-07-25
18169,TN,2020-07-26
18170,TN,2020-07-27
18171,TN,2020-07-28
18172,TN,2020-07-29
18173,TN,2020-07-30
18174,TN,2020-07-31
18175,TN,2020-08-01
18176,TN,2020-08-02
18177,TN,2020-08-03
18178,TN,2020-08-04
18179,TN,2020-08-05
18180,TN,2020-08-06
18181,TN,2020-08-07
18182,TN,2020-08-08
18183,TN,2020-08-09
18184,TN,2020-08-10
18185,TN,2020-08-11
18186,TN,2020-08-12
18187,TN,2020-08-13
18188,TN,2020-08-14
18189,TN,2020-08-15
18190,TN,2020-08-16
18191,TN,2020-08-17
18192,TN,2020-08-18
18193,TN,2020-08-19
18194,TN,2020-08-20
18195,TN,2020-08-21
18196,TN,2020-08-22
18197,TN,2020-08-23
18198,TN,2020-08-24
18199,TN,2020-08-25
18200,TN,2020-08-26
18201,TN,2020-08-27
18202,TN,2020-08-28
18203,TN,2020-08-29
18204,TN,2020-08-30
18205,TN,2020-08-31
18206,TN,2020-09-01
18207,TN,2020-09-02
18208,TN,2020-09-03
18209,TN,2020-09-04
18210,TN,2020-09-05
18211,TN,2020-09-06
18212,TN,2020-09-07
18213,TN,2020-09-08
18214,TN,2020-09-09
18215,TN,2020-09-10
18216,TN,2020-09-11
18217,TN,2020-09-12
18218,TN,2020-09-13
18219,TN,2020-09-14
18220,TN,2020-09-15
18221,TN,2020-09-16
18222,TN,2020-09-17
18223,TN,2020-09-18
18224,TN,2020-09-19
18225,TN,2020-09-20
18226,TN,2020-09-21
18227,TN,2020-09-22
18228,TN,2020-09-23
18229,TN,2020-09-24
18230,TN,2020-09-25
18231,TN,2020-09-26
18232,TN,2020-09-27
18233,TN,2020-09-28
18234,TN,2020-09-29
18235,TN,2020-09-30
18236,TN,2020-10-01
18237,TN,2020-10-02
18238,TN,2020-10-03
18239,TN,2020-10-04
18240,TN,2020-10-05
18241,TN,2020-10-06
18242,TN,2020-10-07
18243,TN,2020-10-08
18244,TN,2020-10-09
18245,TN,2020-10-10
18246,TN,2020-10-11
18247,TN,2020-10-12
18248,TN,2020-10-13
18249,TN,2020-10-14
18250,TN,2020-10-15
18251,TN,2020-10-16
18252,TN,2020-10-17
18253,TN,2020-10-18
18254,TN,2020-10-19
18255,TN,2020-10-20
18256,TN,2020-10-21
18257,TN,2020-10-22
18258,TN,2020-10-23
18259,TN,2020-10-24
18260,TN,2020-10-25
18261,TN,2020-10-26
18262,TN,2020-10-27
18263,TN,2020-10-28
18264,TN,2020-10-29
18265,TN,2020-10-30
18266,TN,2020-10-31
18267,TN,2020-11-01
18268,TN,2020-11-02
18269,TN,2020-11-03
18270,TN,2020-11-04
18271,TN,2020-11-05
18272,TN,2020-11-06
18273,TN,2020-11-07
18274,TN,2020-11-08
18275,TN,2020-11-09
18276,TN,2020-11-10
18277,TN,2020-11-11
18278,TN,2020-11-12
18279,TN,2020-11-13
18280,TN,2020-11-14
18281,TN,2020-11-15
18282,TN,2020-11-16
18283,TN,2020-11-17
18284,TN,2020-11-18
18285,TN,2020-11-19
18286,TN,2020-11-20
18287,TN,2020-11-21
18288,TN,2020-11-22
18289,TN,2020-11-23
18290,TN,2020-11-24
18291,TN,2020-11-25
18292,TN,2020-11-26
18293,TN,2020-11-27
18294,TN,2020-11-28
18295,TN,2020-11-29
18296,TN,2020-11-30
18297,TN,2020-12-01
18298,TN,2020-12-02
18299,TN,2020-12-03
18300,TN,2020-12-04
18301,TN,2020-12-05
18302,TN,2020-12-06
18303,TN,2020-12-07
18304,TN,2020-12-08
18305,TN,2020-12-09
18306,TN,2020-12-10
18307,TN,2020-12-11
18308,TN,2020-12-12
18309,TN,2020-12-13
18310,TN,2020-12-14
18311,TN,2020-12-15
18312,TN,2020-12-16
18313,TN,2020-12-17
18314,TN,2020-12-18
18315,TN,2020-12-19
18316,TN,2020-12-20
18317,TN,2020-12-21
18318,TN,2020-12-22
18319,TN,2020-12-23
18320,TN,2020-12-24
18321,TN,2020-12-25
18322,TN,2020-12-26
18323,TN,2020-12-27
18324,TN,2020-12-28
18325,TN,2020-12-29
18326,TN,2020-12-30
18327,TN,2020-12-31
18328,TN,2021-01-01
18329,TN,2021-01-02
18330,TN,2021-01-03
18331,TN,2021-01-04
18332,TN,2021-01-05
18333,TN,2021-01-06
18334,TN,2021-01-07
18335,TN,2021-01-08
18336,TN,2021-01-09
18337,TN,2021-01-10
18338,TN,2021-01-11
18339,TN,2021-01-12
18340,TN,2021-01-13
18341,TN,2021-01-14
18342,TN,2021-01-15
18343,TN,2021-01-16
18344,TN,2021-01-17
18345,TN,2021-01-18
18346,TN,2021-01-19
18347,TN,2021-01-20
18348,TN,2021-01-21
18349,TN,2021-01-22
18350,TN,2021-01-23
18351,TN,2021-01-24
18352,TN,2021-01-25
18353,TN,2021-01-26
18354,TN,2021-01-27
18355,TN,2021-01-28
18356,TN,2021-01-29
18357,TN,2021-01-30
18358,TN,2021-01-31
18359,TN,2021-02-01
18360,TN,2021-02-02
18361,TN,2021-02-03
18362,TN,2021-02-04
18363,TN,2021-02-05
18364,TN,2021-02-06
18365,TN,2021-02-07
18366,TN,2021-02-08
18367,TN,2021-02-09
18368,TN,2021-02-10
18369,TN,2021-02-11
18370,TN,2021-02-12
18371,TN,2021-02-13
18372,TN,2021-02-14
18373,TN,2021-02-15
18374,TN,2021-02-16
18375,TN,2021-02-17
18376,TN,2021-02-18
18377,TN,2021-02-19
18378,TN,2021-02-20
18379,TN,2021-02-21
18380,TN,2021-02-22
18381,TN,2021-02-23
18382,TN,2021-02-24
18383,TN,2021-02-25
18384,TN,2021-02-26
18385,TN,2021-02-27
18386,TN,2021-02-28
18387,TN,2021-03-01
18388,TN,2021-03-02
18389,TN,2021-03-03
18390,TN,2021-03-04
18391,TN,2021-03-05
18392,TN,2021-03-06
18393,TN,2021-03-07
18394,TN,2021-03-08
18395,TN,2021-03-09
18396,TN,2021-03-10
18397,TN,2021-03-11
18398,TN,2021-03-12
18399,TN,2021-03-13
18400,TN,2021-03-14
18401,TN,2021-03-15
18402,TN,2021-03-16
18403,TN,2021-03-17
18404,TN,2021-03-18
18405,TN,2021-03-19
18406,TN,2021-03-20
18407,TN,2021-03-21
18408,TN,2021-03-22
18409,TN,2021-03-23
18410,TN,2021-03-24
18411,TN,2021-03-25
18412,TN,2021-03-26
18413,TN,2021-03-27
18414,TN,2021-03-28
18415,TN,2021-03-29
18416,TN,2021-03-30
18417,TN,2021-03-31
18418,TN,2021-04-01
18419,TN,2021-04-02
18420,TN,2021-04-03
18421,TN,2021-04-04
18422,TN,2021-04-05
18423,TN,2021-04-06
18424,TN,2021-04-07
18425,TN,2021-04-08
18426,TN,2021-04-09
18427,TN,2021-04-10
18428,TN,2021-04-11
18429,TN,2021-04-12
18430,TN,2021-04-13
18431,TN,2021-04-14
18432,TN,2021-04-15
18433,TN,2021-04-16
18434,TN,2021-04-17
18435,TN,2021-04-18
18436,TN,2021-04-19
18437,TN,2021-04-20
18438,TN,2021-04-21
18439,TN,2021-04-22
18440,TN,2021-04-23
18441,TN,2021-04-24
18442,TN,2021-04-25
18443,TN,2021-04-26
18444,TN,2021-04-27
18445,TN,2021-04-28
18446,TN,2021-04-29
18447,TN,2021-04-30
18448,TN,2021-05-01
18449,TN,2021-05-02
18450,TN,2021-05-03
18451,TN,2021-05-04
18452,TN,2021-05-05
18453,TN,2021-05-06
18454,TN,2021-05-07
18455,TN,2021-05-08
18456,TN,2021-05-09
18457,TN,2021-05-10
18458,TN,2021-05-11
18459,TN,2021-05-12
18460,TN,2021-05-13
18461,TN,2021-05-14
18462,TN,2021-05-15
18463,TN,2021-05-16
18464,TN,2021-05-17
18465,TN,2021-05-18
18466,TN,2021-05-19
18467,TN,2021-05-20
18468,TN,2021-05-21
18469,TN,2021-05-22
18470,TN,2021-05-23
18471,TN,2021-05-24
18472,TN,2021-05-25
18473,TN,2021-05-26
18474,TN,2021-05-27
18475,TN,2021-05-28
18476,TN,2021-05-29
18477,TN,2021-05-30
18478,TN,2021-05-31
18479,TN,2021-06-01
18480,TN,2021-06-02
18481,TN,2021-06-03
18482,TN,2021-06-04
18483,TN,2021-06-05
18484,TN,2021-06-06
18485,TN,2021-06-07
18486,TN,2021-06-08
18487,TN,2021-06-09
18488,TN,2021-06-10
18489,TN,2021-06-11
18490,TN,2021-06-12
18491,TN,2021-06-13
18492,TN,2021-06-14
18493,TN,2021-06-15
18494,TN,2021-06-16
18495,TN,2021-06-17
18496,TN,2021-06-18
18497,TN,2021-06-19
18498,TN,2021-06-20
18499,TN,2021-06-21
18500,TN,2021-06-22
18501,TN,2021-06-23
18502,TN,2021-06-24
18503,TN,2021-06-25
18504,TN,2021-06-26
18505,TN,2021-06-27
18506,TN,2021-06-28
18507,TN,2021-06-29
18508,TN,2021-06-30
18509,TN,2021-07-01
18510,TN,2021-07-02
18511,TN,2021-07-03
18512,TN,2021-07-04
18513,TN,2021-07-05
18514,TN,2021-07-06
18515,TN,2021-07-07
18516,TN,2021-07-08
18517,TN,2021-07-09
18518,TN,2021-07-10
18519,TN,2021-07-11
18520,TN,2021-07-12
18521,TN,2021-07-13
18522,TN,2021-07-14
18523,TN,2021-07-15
18524,TN,2021-07-16
18525,TN,2021-07-17
18526,TN,2021-07-18
18527,TN,2021-07-19
18528,TN,2021-07-20
18529,TN,2021-07-21
18530,TN,2021-07-22
18531,TN,2021-07-23
18532,TN,2021-07-24
18533,TN,2021-07-25
18534,TN,2021-07-26
18535,TN,2021-07-27
18536,TN,2021-07-28
18537,TN,2021-07-29
18538,TN,2021-07-30
18539,TN,2021-07-31
18540,TN,2021-08-01
18541,TN,2021-08-02
18542,TN,2021-08-03
18543,TN,2021-08-04
18544,TN,2021-08-05
18545,TN,2021-08-06
18546,TN,2021-08-07
18547,TN,2021-08-08
18548,TN,2021-08-09
18549,TN,2021-08-10
18550,TN,2021-08-11
18551,TN,2021-08-12
18552,TN,2021-08-13
18553,TN,2021-08-14
18554,TN,2021-08-15
18555,TN,2021-08-16
18556,TN,2021-08-17
18557,TN,2021-08-18
18558,TN,2021-08-19
18559,TN,2021-08-20
18560,TN,2021-08-21
18561,TN,2021-08-22
18562,TN,2021-08-23
18563,TN,2021-08-24
18564,TN,2021-08-25
18565,TN,2021-08-26
18566,TN,2021-08-27
18567,TN,2021-08-28
18568,TN,2021-08-29
18569,TN,2021-08-30
18570,TN,2021-08-31
18571,TN,2021-09-01
18572,TN,2021-09-02
18573,TN,2021-09-03
18574,TN,2021-09-04
18575,TN,2021-09-05
18576,TN,2021-09-06
18577,TN,2021-09-07
18578,TN,2021-09-08
18579,TN,2021-09-09
18580,TN,2021-09-10
18581,TN,2021-09-11
18582,TN,2021-09-12
18583,TN,2021-09-13
18584,TN,2021-09-14
18585,TN,2021-09-15
18586,TN,2021-09-16
18587,TN,2021-09-17
18588,TN,2021-09-18
18589,TN,2021-09-19
18590,TN,2021-09-20
18591,TN,2021-09-21
18592,TN,2021-09-22
18593,TN,2021-09-23
18594,TN,2021-09-24
18595,TN,2021-09-25
18596,TN,2021-09-26
18597,TN,2021-09-27
18598,TN,2021-09-28
18599,TN,2021-09-29
18600,TN,2021-09-30
18601,TN,2021-10-01
18602,TN,2021-10-02
18603,TN,2021-10-03
18604,TN,2021-10-04
18605,TN,2021-10-05
18606,TN,2021-10-06
18607,TN,2021-10-07
18608,TN,2021-10-08
18609,TN,2021-10-09
18610,TN,2021-10-10
18611,TN,2021-10-11
18612,TN,2021-10-12
18613,TN,2021-10-13
18614,TN,2021-10-14
18615,TN,2021-10-15
18616,TN,2021-10-16
18617,TN,2021-10-17
18618,TN,2021-10-18
18619,TN,2021-10-19
18620,TN,2021-10-20
18621,TN,2021-10-21
18622,TN,2021-10-22
18623,TN,2021-10-23
18624,TN,2021-10-24
18625,TN,2021-10-25
18626,TN,2021-10-26
18627,TN,2021-10-27
18628,TN,2021-10-28
18629,TN,2021-10-29
18630,TN,2021-10-30
18631,TN,2021-10-31
18632,TR,2020-04-06
18633,TR,2020-04-07
18634,TR,2020-04-08
18635,TR,2020-04-09
18636,TR,2020-04-10
18637,TR,2020-04-11
18638,TR,2020-04-12
18639,TR,2020-04-13
18640,TR,2020-04-14
18641,TR,2020-04-15
18642,TR,2020-04-16
18643,TR,2020-04-17
18644,TR,2020-04-18
18645,TR,2020-04-19
18646,TR,2020-04-20
18647,TR,2020-04-21
18648,TR,2020-04-22
18649,TR,2020-04-23
18650,TR,2020-04-24
18651,TR,2020-04-25
18652,TR,2020-04-26
18653,TR,2020-04-27
18654,TR,2020-04-28
18655,TR,2020-04-29
18656,TR,2020-04-30
18657,TR,2020-05-01
18658,TR,2020-05-02
18659,TR,2020-05-03
18660,TR,2020-05-04
18661,TR,2020-05-05
18662,TR,2020-05-06
18663,TR,2020-05-07
18664,TR,2020-05-08
18665,TR,2020-05-09
18666,TR,2020-05-10
18667,TR,2020-05-11
18668,TR,2020-05-12
18669,TR,2020-05-13
18670,TR,2020-05-14
18671,TR,2020-05-15
18672,TR,2020-05-16
18673,TR,2020-05-17
18674,TR,2020-05-18
18675,TR,2020-05-19
18676,TR,2020-05-20
18677,TR,2020-05-21
18678,TR,2020-05-22
18679,TR,2020-05-23
18680,TR,2020-05-24
18681,TR,2020-05-25
18682,TR,2020-05-26
18683,TR,2020-05-27
18684,TR,2020-05-28
18685,TR,2020-05-29
18686,TR,2020-05-30
18687,TR,2020-05-31
18688,TR,2020-06-01
18689,TR,2020-06-02
18690,TR,2020-06-03
18691,TR,2020-06-04
18692,TR,2020-06-05
18693,TR,2020-06-06
18694,TR,2020-06-07
18695,TR,2020-06-08
18696,TR,2020-06-09
18697,TR,2020-06-10
18698,TR,2020-06-11
18699,TR,2020-06-12
18700,TR,2020-06-13
18701,TR,2020-06-14
18702,TR,2020-06-15
18703,TR,2020-06-16
18704,TR,2020-06-17
18705,TR,2020-06-18
18706,TR,2020-06-19
18707,TR,2020-06-20
18708,TR,2020-06-21
18709,TR,2020-06-22
18710,TR,2020-06-23
18711,TR,2020-06-24
18712,TR,2020-06-25
18713,TR,2020-06-26
18714,TR,2020-06-27
18715,TR,2020-06-28
18716,TR,2020-06-29
18717,TR,2020-06-30
18718,TR,2020-07-01
18719,TR,2020-07-02
18720,TR,2020-07-03
18721,TR,2020-07-04
18722,TR,2020-07-05
18723,TR,2020-07-06
18724,TR,2020-07-07
18725,TR,2020-07-08
18726,TR,2020-07-09
18727,TR,2020-07-10
18728,TR,2020-07-11
18729,TR,2020-07-12
18730,TR,2020-07-13
18731,TR,2020-07-14
18732,TR,2020-07-15
18733,TR,2020-07-16
18734,TR,2020-07-17
18735,TR,2020-07-18
18736,TR,2020-07-19
18737,TR,2020-07-20
18738,TR,2020-07-21
18739,TR,2020-07-22
18740,TR,2020-07-23
18741,TR,2020-07-24
18742,TR,2020-07-25
18743,TR,2020-07-26
18744,TR,2020-07-27
18745,TR,2020-07-28
18746,TR,2020-07-29
18747,TR,2020-07-30
18748,TR,2020-07-31
18749,TR,2020-08-01
18750,TR,2020-08-02
18751,TR,2020-08-03
18752,TR,2020-08-04
18753,TR,2020-08-05
18754,TR,2020-08-06
18755,TR,2020-08-07
18756,TR,2020-08-08
18757,TR,2020-08-09
18758,TR,2020-08-10
18759,TR,2020-08-11
18760,TR,2020-08-12
18761,TR,2020-08-13
18762,TR,2020-08-14
18763,TR,2020-08-15
18764,TR,2020-08-16
18765,TR,2020-08-17
18766,TR,2020-08-18
18767,TR,2020-08-19
18768,TR,2020-08-20
18769,TR,2020-08-21
18770,TR,2020-08-22
18771,TR,2020-08-23
18772,TR,2020-08-24
18773,TR,2020-08-25
18774,TR,2020-08-26
18775,TR,2020-08-27
18776,TR,2020-08-28
18777,TR,2020-08-29
18778,TR,2020-08-30
18779,TR,2020-08-31
18780,TR,2020-09-01
18781,TR,2020-09-02
18782,TR,2020-09-03
18783,TR,2020-09-04
18784,TR,2020-09-05
18785,TR,2020-09-06
18786,TR,2020-09-07
18787,TR,2020-09-08
18788,TR,2020-09-09
18789,TR,2020-09-10
18790,TR,2020-09-11
18791,TR,2020-09-12
18792,TR,2020-09-13
18793,TR,2020-09-14
18794,TR,2020-09-15
18795,TR,2020-09-16
18796,TR,2020-09-17
18797,TR,2020-09-18
18798,TR,2020-09-19
18799,TR,2020-09-20
18800,TR,2020-09-21
18801,TR,2020-09-22
18802,TR,2020-09-23
18803,TR,2020-09-24
18804,TR,2020-09-25
18805,TR,2020-09-26
18806,TR,2020-09-27
18807,TR,2020-09-28
18808,TR,2020-09-29
18809,TR,2020-09-30
18810,TR,2020-10-01
18811,TR,2020-10-02
18812,TR,2020-10-03
18813,TR,2020-10-04
18814,TR,2020-10-05
18815,TR,2020-10-06
18816,TR,2020-10-07
18817,TR,2020-10-08
18818,TR,2020-10-09
18819,TR,2020-10-10
18820,TR,2020-10-11
18821,TR,2020-10-12
18822,TR,2020-10-13
18823,TR,2020-10-14
18824,TR,2020-10-15
18825,TR,2020-10-16
18826,TR,2020-10-17
18827,TR,2020-10-18
18828,TR,2020-10-19
18829,TR,2020-10-20
18830,TR,2020-10-21
18831,TR,2020-10-22
18832,TR,2020-10-23
18833,TR,2020-10-24
18834,TR,2020-10-25
18835,TR,2020-10-26
18836,TR,2020-10-27
18837,TR,2020-10-28
18838,TR,2020-10-29
18839,TR,2020-10-30
18840,TR,2020-10-31
18841,TR,2020-11-01
18842,TR,2020-11-02
18843,TR,2020-11-03
18844,TR,2020-11-04
18845,TR,2020-11-05
18846,TR,2020-11-06
18847,TR,2020-11-07
18848,TR,2020-11-08
18849,TR,2020-11-09
18850,TR,2020-11-10
18851,TR,2020-11-11
18852,TR,2020-11-12
18853,TR,2020-11-13
18854,TR,2020-11-14
18855,TR,2020-11-15
18856,TR,2020-11-16
18857,TR,2020-11-17
18858,TR,2020-11-18
18859,TR,2020-11-19
18860,TR,2020-11-20
18861,TR,2020-11-21
18862,TR,2020-11-22
18863,TR,2020-11-23
18864,TR,2020-11-24
18865,TR,2020-11-25
18866,TR,2020-11-26
18867,TR,2020-11-27
18868,TR,2020-11-28
18869,TR,2020-11-29
18870,TR,2020-11-30
18871,TR,2020-12-01
18872,TR,2020-12-02
18873,TR,2020-12-03
18874,TR,2020-12-04
18875,TR,2020-12-05
18876,TR,2020-12-06
18877,TR,2020-12-07
18878,TR,2020-12-08
18879,TR,2020-12-09
18880,TR,2020-12-10
18881,TR,2020-12-11
18882,TR,2020-12-12
18883,TR,2020-12-13
18884,TR,2020-12-14
18885,TR,2020-12-15
18886,TR,2020-12-16
18887,TR,2020-12-17
18888,TR,2020-12-18
18889,TR,2020-12-19
18890,TR,2020-12-20
18891,TR,2020-12-21
18892,TR,2020-12-22
18893,TR,2020-12-23
18894,TR,2020-12-24
18895,TR,2020-12-25
18896,TR,2020-12-26
18897,TR,2020-12-27
18898,TR,2020-12-28
18899,TR,2020-12-29
18900,TR,2020-12-30
18901,TR,2020-12-31
18902,TR,2021-01-01
18903,TR,2021-01-02
18904,TR,2021-01-03
18905,TR,2021-01-04
18906,TR,2021-01-05
18907,TR,2021-01-06
18908,TR,2021-01-07
18909,TR,2021-01-08
18910,TR,2021-01-09
18911,TR,2021-01-10
18912,TR,2021-01-11
18913,TR,2021-01-12
18914,TR,2021-01-13
18915,TR,2021-01-14
18916,TR,2021-01-15
18917,TR,2021-01-16
18918,TR,2021-01-17
18919,TR,2021-01-18
18920,TR,2021-01-19
18921,TR,2021-01-20
18922,TR,2021-01-21
18923,TR,2021-01-22
18924,TR,2021-01-23
18925,TR,2021-01-24
18926,TR,2021-01-25
18927,TR,2021-01-26
18928,TR,2021-01-27
18929,TR,2021-01-28
18930,TR,2021-01-29
18931,TR,2021-01-30
18932,TR,2021-01-31
18933,TR,2021-02-01
18934,TR,2021-02-02
18935,TR,2021-02-03
18936,TR,2021-02-04
18937,TR,2021-02-05
18938,TR,2021-02-06
18939,TR,2021-02-07
18940,TR,2021-02-08
18941,TR,2021-02-09
18942,TR,2021-02-10
18943,TR,2021-02-11
18944,TR,2021-02-12
18945,TR,2021-02-13
18946,TR,2021-02-14
18947,TR,2021-02-15
18948,TR,2021-02-16
18949,TR,2021-02-17
18950,TR,2021-02-18
18951,TR,2021-02-19
18952,TR,2021-02-20
18953,TR,2021-02-21
18954,TR,2021-02-22
18955,TR,2021-02-23
18956,TR,2021-02-24
18957,TR,2021-02-25
18958,TR,2021-02-26
18959,TR,2021-02-27
18960,TR,2021-02-28
18961,TR,2021-03-01
18962,TR,2021-03-02
18963,TR,2021-03-03
18964,TR,2021-03-04
18965,TR,2021-03-05
18966,TR,2021-03-06
18967,TR,2021-03-07
18968,TR,2021-03-08
18969,TR,2021-03-09
18970,TR,2021-03-10
18971,TR,2021-03-11
18972,TR,2021-03-12
18973,TR,2021-03-13
18974,TR,2021-03-14
18975,TR,2021-03-15
18976,TR,2021-03-16
18977,TR,2021-03-17
18978,TR,2021-03-18
18979,TR,2021-03-19
18980,TR,2021-03-20
18981,TR,2021-03-21
18982,TR,2021-03-22
18983,TR,2021-03-23
18984,TR,2021-03-24
18985,TR,2021-03-25
18986,TR,2021-03-26
18987,TR,2021-03-27
18988,TR,2021-03-28
18989,TR,2021-03-29
18990,TR,2021-03-30
18991,TR,2021-03-31
18992,TR,2021-04-01
18993,TR,2021-04-02
18994,TR,2021-04-03
18995,TR,2021-04-04
18996,TR,2021-04-05
18997,TR,2021-04-06
18998,TR,2021-04-07
18999,TR,2021-04-08
19000,TR,2021-04-09
19001,TR,2021-04-10
19002,TR,2021-04-11
19003,TR,2021-04-12
19004,TR,2021-04-13
19005,TR,2021-04-14
19006,TR,2021-04-15
19007,TR,2021-04-16
19008,TR,2021-04-17
19009,TR,2021-04-18
19010,TR,2021-04-19
19011,TR,2021-04-20
19012,TR,2021-04-21
19013,TR,2021-04-22
19014,TR,2021-04-23
19015,TR,2021-04-24
19016,TR,2021-04-25
19017,TR,2021-04-26
19018,TR,2021-04-27
19019,TR,2021-04-28
19020,TR,2021-04-29
19021,TR,2021-04-30
19022,TR,2021-05-01
19023,TR,2021-05-02
19024,TR,2021-05-03
19025,TR,2021-05-04
19026,TR,2021-05-05
19027,TR,2021-05-06
19028,TR,2021-05-07
19029,TR,2021-05-08
19030,TR,2021-05-09
19031,TR,2021-05-10
19032,TR,2021-05-11
19033,TR,2021-05-12
19034,TR,2021-05-13
19035,TR,2021-05-14
19036,TR,2021-05-15
19037,TR,2021-05-16
19038,TR,2021-05-17
19039,TR,2021-05-18
19040,TR,2021-05-19
19041,TR,2021-05-20
19042,TR,2021-05-21
19043,TR,2021-05-22
19044,TR,2021-05-23
19045,TR,2021-05-24
19046,TR,2021-05-25
19047,TR,2021-05-26
19048,TR,2021-05-27
19049,TR,2021-05-28
19050,TR,2021-05-29
19051,TR,2021-05-30
19052,TR,2021-05-31
19053,TR,2021-06-01
19054,TR,2021-06-02
19055,TR,2021-06-03
19056,TR,2021-06-04
19057,TR,2021-06-05
19058,TR,2021-06-06
19059,TR,2021-06-07
19060,TR,2021-06-08
19061,TR,2021-06-09
19062,TR,2021-06-10
19063,TR,2021-06-11
19064,TR,2021-06-12
19065,TR,2021-06-13
19066,TR,2021-06-14
19067,TR,2021-06-15
19068,TR,2021-06-16
19069,TR,2021-06-17
19070,TR,2021-06-18
19071,TR,2021-06-19
19072,TR,2021-06-20
19073,TR,2021-06-21
19074,TR,2021-06-22
19075,TR,2021-06-23
19076,TR,2021-06-24
19077,TR,2021-06-25
19078,TR,2021-06-26
19079,TR,2021-06-27
19080,TR,2021-06-28
19081,TR,2021-06-29
19082,TR,2021-06-30
19083,TR,2021-07-01
19084,TR,2021-07-02
19085,TR,2021-07-03
19086,TR,2021-07-04
19087,TR,2021-07-05
19088,TR,2021-07-06
19089,TR,2021-07-07
19090,TR,2021-07-08
