,state,dates
6326,GJ,2021-06-07
6327,GJ,2021-06-08
6328,GJ,2021-06-09
6329,GJ,2021-06-10
6330,GJ,2021-06-11
6331,GJ,2021-06-12
6332,GJ,2021-06-13
6333,GJ,2021-06-14
6334,GJ,2021-06-15
6335,GJ,2021-06-16
6336,GJ,2021-06-17
6337,GJ,2021-06-18
6338,GJ,2021-06-19
6339,GJ,2021-06-20
6340,GJ,2021-06-21
6341,GJ,2021-06-22
6342,GJ,2021-06-23
6343,GJ,2021-06-24
6344,GJ,2021-06-25
6345,GJ,2021-06-26
6346,GJ,2021-06-27
6347,GJ,2021-06-28
6348,GJ,2021-06-29
6349,GJ,2021-06-30
6350,GJ,2021-07-01
6351,GJ,2021-07-02
6352,GJ,2021-07-03
6353,GJ,2021-07-04
6354,GJ,2021-07-05
6355,GJ,2021-07-06
6356,GJ,2021-07-07
6357,GJ,2021-07-08
6358,GJ,2021-07-09
6359,GJ,2021-07-10
6360,GJ,2021-07-11
6361,GJ,2021-07-12
6362,GJ,2021-07-13
6363,GJ,2021-07-14
6364,GJ,2021-07-15
6365,GJ,2021-07-16
6366,GJ,2021-07-17
6367,GJ,2021-07-18
6368,GJ,2021-07-19
6369,GJ,2021-07-20
6370,GJ,2021-07-21
6371,GJ,2021-07-22
6372,GJ,2021-07-23
6373,GJ,2021-07-24
6374,GJ,2021-07-25
6375,GJ,2021-07-26
6376,GJ,2021-07-27
6377,GJ,2021-07-28
6378,GJ,2021-07-29
6379,GJ,2021-07-30
6380,GJ,2021-07-31
6381,GJ,2021-08-01
6382,GJ,2021-08-02
6383,GJ,2021-08-03
6384,GJ,2021-08-04
6385,GJ,2021-08-05
6386,GJ,2021-08-06
6387,GJ,2021-08-07
6388,GJ,2021-08-08
6389,GJ,2021-08-09
6390,GJ,2021-08-10
6391,GJ,2021-08-11
6392,GJ,2021-08-12
6393,GJ,2021-08-13
6394,GJ,2021-08-14
6395,GJ,2021-08-15
6396,GJ,2021-08-16
6397,GJ,2021-08-17
6398,GJ,2021-08-18
6399,GJ,2021-08-19
6400,GJ,2021-08-20
6401,GJ,2021-08-21
6402,GJ,2021-08-22
6403,GJ,2021-08-23
6404,GJ,2021-08-24
6405,GJ,2021-08-25
6406,GJ,2021-08-26
6407,GJ,2021-08-27
6408,GJ,2021-08-28
6409,GJ,2021-08-29
6410,GJ,2021-08-30
6411,GJ,2021-08-31
6412,GJ,2021-09-01
6413,GJ,2021-09-02
6414,GJ,2021-09-03
6415,GJ,2021-09-04
6416,GJ,2021-09-05
6417,GJ,2021-09-06
6418,GJ,2021-09-07
6419,GJ,2021-09-08
6420,GJ,2021-09-09
6421,GJ,2021-09-10
6422,GJ,2021-09-11
6423,GJ,2021-09-12
6424,GJ,2021-09-13
6425,GJ,2021-09-14
6426,GJ,2021-09-15
6427,GJ,2021-09-16
6428,GJ,2021-09-17
6429,GJ,2021-09-18
6430,GJ,2021-09-19
6431,GJ,2021-09-20
6432,GJ,2021-09-21
6433,GJ,2021-09-22
6434,GJ,2021-09-23
6435,GJ,2021-09-24
6436,GJ,2021-09-25
6437,GJ,2021-09-26
6438,GJ,2021-09-27
6439,GJ,2021-09-28
6440,GJ,2021-09-29
6441,GJ,2021-09-30
6442,GJ,2021-10-01
6443,GJ,2021-10-02
6444,GJ,2021-10-03
6445,GJ,2021-10-04
6446,GJ,2021-10-05
6447,GJ,2021-10-06
6448,GJ,2021-10-07
6449,GJ,2021-10-08
6450,GJ,2021-10-09
6451,GJ,2021-10-10
6452,GJ,2021-10-11
6453,GJ,2021-10-12
6454,GJ,2021-10-13
6455,GJ,2021-10-14
6456,GJ,2021-10-15
6457,GJ,2021-10-16
6458,GJ,2021-10-17
6459,GJ,2021-10-18
6460,GJ,2021-10-19
6461,GJ,2021-10-20
6462,GJ,2021-10-21
6463,GJ,2021-10-22
6464,GJ,2021-10-23
6465,GJ,2021-10-24
6466,GJ,2021-10-25
6467,GJ,2021-10-26
6468,GJ,2021-10-27
6469,GJ,2021-10-28
6470,GJ,2021-10-29
6471,GJ,2021-10-30
6472,GJ,2021-10-31
6473,HP,2020-03-14
6474,HP,2020-03-15
6475,HP,2020-03-16
6476,HP,2020-03-17
6477,HP,2020-03-18
6478,HP,2020-03-19
6479,HP,2020-03-20
6480,HP,2020-03-21
6481,HP,2020-03-22
6482,HP,2020-03-23
6483,HP,2020-03-24
6484,HP,2020-03-25
6485,HP,2020-03-26
6486,HP,2020-03-27
6487,HP,2020-03-28
6488,HP,2020-03-29
6489,HP,2020-03-30
6490,HP,2020-03-31
6491,HP,2020-04-01
6492,HP,2020-04-02
6493,HP,2020-04-03
6494,HP,2020-04-04
6495,HP,2020-04-05
6496,HP,2020-04-06
6497,HP,2020-04-07
6498,HP,2020-04-08
6499,HP,2020-04-09
6500,HP,2020-04-10
6501,HP,2020-04-11
6502,HP,2020-04-12
6503,HP,2020-04-13
6504,HP,2020-04-14
6505,HP,2020-04-15
6506,HP,2020-04-16
6507,HP,2020-04-17
6508,HP,2020-04-18
6509,HP,2020-04-19
6510,HP,2020-04-20
6511,HP,2020-04-21
6512,HP,2020-04-22
6513,HP,2020-04-23
6514,HP,2020-04-24
6515,HP,2020-04-25
6516,HP,2020-04-26
6517,HP,2020-04-27
6518,HP,2020-04-28
6519,HP,2020-04-29
6520,HP,2020-04-30
6521,HP,2020-05-01
6522,HP,2020-05-02
6523,HP,2020-05-03
6524,HP,2020-05-04
6525,HP,2020-05-05
6526,HP,2020-05-06
6527,HP,2020-05-07
6528,HP,2020-05-08
6529,HP,2020-05-09
6530,HP,2020-05-10
6531,HP,2020-05-11
6532,HP,2020-05-12
6533,HP,2020-05-13
6534,HP,2020-05-14
6535,HP,2020-05-15
6536,HP,2020-05-16
6537,HP,2020-05-17
6538,HP,2020-05-18
6539,HP,2020-05-19
6540,HP,2020-05-20
6541,HP,2020-05-21
6542,HP,2020-05-22
6543,HP,2020-05-23
6544,HP,2020-05-24
6545,HP,2020-05-25
6546,HP,2020-05-26
6547,HP,2020-05-27
6548,HP,2020-05-28
6549,HP,2020-05-29
6550,HP,2020-05-30
6551,HP,2020-05-31
6552,HP,2020-06-01
6553,HP,2020-06-02
6554,HP,2020-06-03
6555,HP,2020-06-04
6556,HP,2020-06-05
6557,HP,2020-06-06
6558,HP,2020-06-07
6559,HP,2020-06-08
6560,HP,2020-06-09
6561,HP,2020-06-10
6562,HP,2020-06-11
6563,HP,2020-06-12
6564,HP,2020-06-13
6565,HP,2020-06-14
6566,HP,2020-06-15
6567,HP,2020-06-16
6568,HP,2020-06-17
6569,HP,2020-06-18
6570,HP,2020-06-19
6571,HP,2020-06-20
6572,HP,2020-06-21
6573,HP,2020-06-22
6574,HP,2020-06-23
6575,HP,2020-06-24
6576,HP,2020-06-25
6577,HP,2020-06-26
6578,HP,2020-06-27
6579,HP,2020-06-28
6580,HP,2020-06-29
6581,HP,2020-06-30
6582,HP,2020-07-01
6583,HP,2020-07-02
6584,HP,2020-07-03
6585,HP,2020-07-04
6586,HP,2020-07-05
6587,HP,2020-07-06
6588,HP,2020-07-07
6589,HP,2020-07-08
6590,HP,2020-07-09
6591,HP,2020-07-10
6592,HP,2020-07-11
6593,HP,2020-07-12
6594,HP,2020-07-13
6595,HP,2020-07-14
6596,HP,2020-07-15
6597,HP,2020-07-16
6598,HP,2020-07-17
6599,HP,2020-07-18
6600,HP,2020-07-19
6601,HP,2020-07-20
6602,HP,2020-07-21
6603,HP,2020-07-22
6604,HP,2020-07-23
6605,HP,2020-07-24
6606,HP,2020-07-25
6607,HP,2020-07-26
6608,HP,2020-07-27
6609,HP,2020-07-28
6610,HP,2020-07-29
6611,HP,2020-07-30
6612,HP,2020-07-31
6613,HP,2020-08-01
6614,HP,2020-08-02
6615,HP,2020-08-03
6616,HP,2020-08-04
6617,HP,2020-08-05
6618,HP,2020-08-06
6619,HP,2020-08-07
6620,HP,2020-08-08
6621,HP,2020-08-09
6622,HP,2020-08-10
6623,HP,2020-08-11
6624,HP,2020-08-12
6625,HP,2020-08-13
6626,HP,2020-08-14
6627,HP,2020-08-15
6628,HP,2020-08-16
6629,HP,2020-08-17
6630,HP,2020-08-18
6631,HP,2020-08-19
6632,HP,2020-08-20
6633,HP,2020-08-21
6634,HP,2020-08-22
6635,HP,2020-08-23
6636,HP,2020-08-24
6637,HP,2020-08-25
6638,HP,2020-08-26
6639,HP,2020-08-27
6640,HP,2020-08-28
6641,HP,2020-08-29
6642,HP,2020-08-30
6643,HP,2020-08-31
6644,HP,2020-09-01
6645,HP,2020-09-02
6646,HP,2020-09-03
6647,HP,2020-09-04
6648,HP,2020-09-05
6649,HP,2020-09-06
6650,HP,2020-09-07
6651,HP,2020-09-08
6652,HP,2020-09-09
6653,HP,2020-09-10
6654,HP,2020-09-11
6655,HP,2020-09-12
6656,HP,2020-09-13
6657,HP,2020-09-14
6658,HP,2020-09-15
6659,HP,2020-09-16
6660,HP,2020-09-17
6661,HP,2020-09-18
6662,HP,2020-09-19
6663,HP,2020-09-20
6664,HP,2020-09-21
6665,HP,2020-09-22
6666,HP,2020-09-23
6667,HP,2020-09-24
6668,HP,2020-09-25
6669,HP,2020-09-26
6670,HP,2020-09-27
6671,HP,2020-09-28
6672,HP,2020-09-29
6673,HP,2020-09-30
6674,HP,2020-10-01
6675,HP,2020-10-02
6676,HP,2020-10-03
6677,HP,2020-10-04
6678,HP,2020-10-05
6679,HP,2020-10-06
6680,HP,2020-10-07
6681,HP,2020-10-08
6682,HP,2020-10-09
6683,HP,2020-10-10
6684,HP,2020-10-11
6685,HP,2020-10-12
6686,HP,2020-10-13
6687,HP,2020-10-14
6688,HP,2020-10-15
6689,HP,2020-10-16
6690,HP,2020-10-17
6691,HP,2020-10-18
6692,HP,2020-10-19
6693,HP,2020-10-20
6694,HP,2020-10-21
6695,HP,2020-10-22
6696,HP,2020-10-23
6697,HP,2020-10-24
6698,HP,2020-10-25
6699,HP,2020-10-26
6700,HP,2020-10-27
6701,HP,2020-10-28
6702,HP,2020-10-29
6703,HP,2020-10-30
6704,HP,2020-10-31
6705,HP,2020-11-01
6706,HP,2020-11-02
6707,HP,2020-11-03
6708,HP,2020-11-04
6709,HP,2020-11-05
6710,HP,2020-11-06
6711,HP,2020-11-07
6712,HP,2020-11-08
6713,HP,2020-11-09
6714,HP,2020-11-10
6715,HP,2020-11-11
6716,HP,2020-11-12
6717,HP,2020-11-13
6718,HP,2020-11-14
6719,HP,2020-11-15
6720,HP,2020-11-16
6721,HP,2020-11-17
6722,HP,2020-11-18
6723,HP,2020-11-19
6724,HP,2020-11-20
6725,HP,2020-11-21
6726,HP,2020-11-22
6727,HP,2020-11-23
6728,HP,2020-11-24
6729,HP,2020-11-25
6730,HP,2020-11-26
6731,HP,2020-11-27
6732,HP,2020-11-28
6733,HP,2020-11-29
6734,HP,2020-11-30
6735,HP,2020-12-01
6736,HP,2020-12-02
6737,HP,2020-12-03
6738,HP,2020-12-04
6739,HP,2020-12-05
6740,HP,2020-12-06
6741,HP,2020-12-07
6742,HP,2020-12-08
6743,HP,2020-12-09
6744,HP,2020-12-10
6745,HP,2020-12-11
6746,HP,2020-12-12
6747,HP,2020-12-13
6748,HP,2020-12-14
6749,HP,2020-12-15
6750,HP,2020-12-16
6751,HP,2020-12-17
6752,HP,2020-12-18
6753,HP,2020-12-19
6754,HP,2020-12-20
6755,HP,2020-12-21
6756,HP,2020-12-22
6757,HP,2020-12-23
6758,HP,2020-12-24
6759,HP,2020-12-25
6760,HP,2020-12-26
6761,HP,2020-12-27
6762,HP,2020-12-28
6763,HP,2020-12-29
6764,HP,2020-12-30
6765,HP,2020-12-31
6766,HP,2021-01-01
6767,HP,2021-01-02
6768,HP,2021-01-03
6769,HP,2021-01-04
6770,HP,2021-01-05
6771,HP,2021-01-06
6772,HP,2021-01-07
6773,HP,2021-01-08
6774,HP,2021-01-09
6775,HP,2021-01-10
6776,HP,2021-01-11
6777,HP,2021-01-12
6778,HP,2021-01-13
6779,HP,2021-01-14
6780,HP,2021-01-15
6781,HP,2021-01-16
6782,HP,2021-01-17
6783,HP,2021-01-18
6784,HP,2021-01-19
6785,HP,2021-01-20
6786,HP,2021-01-21
6787,HP,2021-01-22
6788,HP,2021-01-23
6789,HP,2021-01-24
6790,HP,2021-01-25
6791,HP,2021-01-26
6792,HP,2021-01-27
6793,HP,2021-01-28
6794,HP,2021-01-29
6795,HP,2021-01-30
6796,HP,2021-01-31
6797,HP,2021-02-01
6798,HP,2021-02-02
6799,HP,2021-02-03
6800,HP,2021-02-04
6801,HP,2021-02-05
6802,HP,2021-02-06
6803,HP,2021-02-07
6804,HP,2021-02-08
6805,HP,2021-02-09
6806,HP,2021-02-10
6807,HP,2021-02-11
6808,HP,2021-02-12
6809,HP,2021-02-13
6810,HP,2021-02-14
6811,HP,2021-02-15
6812,HP,2021-02-16
6813,HP,2021-02-17
6814,HP,2021-02-18
6815,HP,2021-02-19
6816,HP,2021-02-20
6817,HP,2021-02-21
6818,HP,2021-02-22
6819,HP,2021-02-23
6820,HP,2021-02-24
6821,HP,2021-02-25
6822,HP,2021-02-26
6823,HP,2021-02-27
6824,HP,2021-02-28
6825,HP,2021-03-01
6826,HP,2021-03-02
6827,HP,2021-03-03
6828,HP,2021-03-04
6829,HP,2021-03-05
6830,HP,2021-03-06
6831,HP,2021-03-07
6832,HP,2021-03-08
6833,HP,2021-03-09
6834,HP,2021-03-10
6835,HP,2021-03-11
6836,HP,2021-03-12
6837,HP,2021-03-13
6838,HP,2021-03-14
6839,HP,2021-03-15
6840,HP,2021-03-16
6841,HP,2021-03-17
6842,HP,2021-03-18
6843,HP,2021-03-19
6844,HP,2021-03-20
6845,HP,2021-03-21
6846,HP,2021-03-22
6847,HP,2021-03-23
6848,HP,2021-03-24
6849,HP,2021-03-25
6850,HP,2021-03-26
6851,HP,2021-03-27
6852,HP,2021-03-28
6853,HP,2021-03-29
6854,HP,2021-03-30
6855,HP,2021-03-31
6856,HP,2021-04-01
6857,HP,2021-04-02
6858,HP,2021-04-03
6859,HP,2021-04-04
6860,HP,2021-04-05
6861,HP,2021-04-06
6862,HP,2021-04-07
6863,HP,2021-04-08
6864,HP,2021-04-09
6865,HP,2021-04-10
6866,HP,2021-04-11
6867,HP,2021-04-12
6868,HP,2021-04-13
6869,HP,2021-04-14
6870,HP,2021-04-15
6871,HP,2021-04-16
6872,HP,2021-04-17
6873,HP,2021-04-18
6874,HP,2021-04-19
6875,HP,2021-04-20
6876,HP,2021-04-21
6877,HP,2021-04-22
6878,HP,2021-04-23
6879,HP,2021-04-24
6880,HP,2021-04-25
6881,HP,2021-04-26
6882,HP,2021-04-27
6883,HP,2021-04-28
6884,HP,2021-04-29
6885,HP,2021-04-30
6886,HP,2021-05-01
6887,HP,2021-05-02
6888,HP,2021-05-03
6889,HP,2021-05-04
6890,HP,2021-05-05
6891,HP,2021-05-06
6892,HP,2021-05-07
6893,HP,2021-05-08
6894,HP,2021-05-09
6895,HP,2021-05-10
6896,HP,2021-05-11
6897,HP,2021-05-12
6898,HP,2021-05-13
6899,HP,2021-05-14
6900,HP,2021-05-15
6901,HP,2021-05-16
6902,HP,2021-05-17
6903,HP,2021-05-18
6904,HP,2021-05-19
6905,HP,2021-05-20
6906,HP,2021-05-21
6907,HP,2021-05-22
6908,HP,2021-05-23
6909,HP,2021-05-24
6910,HP,2021-05-25
6911,HP,2021-05-26
6912,HP,2021-05-27
6913,HP,2021-05-28
6914,HP,2021-05-29
6915,HP,2021-05-30
6916,HP,2021-05-31
6917,HP,2021-06-01
6918,HP,2021-06-02
6919,HP,2021-06-03
6920,HP,2021-06-04
6921,HP,2021-06-05
6922,HP,2021-06-06
6923,HP,2021-06-07
6924,HP,2021-06-08
6925,HP,2021-06-09
6926,HP,2021-06-10
6927,HP,2021-06-11
6928,HP,2021-06-12
6929,HP,2021-06-13
6930,HP,2021-06-14
6931,HP,2021-06-15
6932,HP,2021-06-16
6933,HP,2021-06-17
6934,HP,2021-06-18
6935,HP,2021-06-19
6936,HP,2021-06-20
6937,HP,2021-06-21
6938,HP,2021-06-22
6939,HP,2021-06-23
6940,HP,2021-06-24
6941,HP,2021-06-25
6942,HP,2021-06-26
6943,HP,2021-06-27
6944,HP,2021-06-28
6945,HP,2021-06-29
6946,HP,2021-06-30
6947,HP,2021-07-01
6948,HP,2021-07-02
6949,HP,2021-07-03
6950,HP,2021-07-04
6951,HP,2021-07-05
6952,HP,2021-07-06
6953,HP,2021-07-07
6954,HP,2021-07-08
6955,HP,2021-07-09
6956,HP,2021-07-10
6957,HP,2021-07-11
6958,HP,2021-07-12
6959,HP,2021-07-13
6960,HP,2021-07-14
6961,HP,2021-07-15
6962,HP,2021-07-16
6963,HP,2021-07-17
6964,HP,2021-07-18
6965,HP,2021-07-19
6966,HP,2021-07-20
6967,HP,2021-07-21
6968,HP,2021-07-22
6969,HP,2021-07-23
6970,HP,2021-07-24
6971,HP,2021-07-25
6972,HP,2021-07-26
6973,HP,2021-07-27
6974,HP,2021-07-28
6975,HP,2021-07-29
6976,HP,2021-07-30
6977,HP,2021-07-31
6978,HP,2021-08-01
6979,HP,2021-08-02
6980,HP,2021-08-03
6981,HP,2021-08-04
6982,HP,2021-08-05
6983,HP,2021-08-06
6984,HP,2021-08-07
6985,HP,2021-08-08
6986,HP,2021-08-09
6987,HP,2021-08-10
6988,HP,2021-08-11
6989,HP,2021-08-12
6990,HP,2021-08-13
6991,HP,2021-08-14
6992,HP,2021-08-15
6993,HP,2021-08-16
6994,HP,2021-08-17
6995,HP,2021-08-18
6996,HP,2021-08-19
6997,HP,2021-08-20
6998,HP,2021-08-21
6999,HP,2021-08-22
7000,HP,2021-08-23
7001,HP,2021-08-24
7002,HP,2021-08-25
7003,HP,2021-08-26
7004,HP,2021-08-27
7005,HP,2021-08-28
7006,HP,2021-08-29
7007,HP,2021-08-30
7008,HP,2021-08-31
7009,HP,2021-09-01
7010,HP,2021-09-02
7011,HP,2021-09-03
7012,HP,2021-09-04
7013,HP,2021-09-05
7014,HP,2021-09-06
7015,HP,2021-09-07
7016,HP,2021-09-08
7017,HP,2021-09-09
7018,HP,2021-09-10
7019,HP,2021-09-11
7020,HP,2021-09-12
7021,HP,2021-09-13
7022,HP,2021-09-14
7023,HP,2021-09-15
7024,HP,2021-09-16
7025,HP,2021-09-17
7026,HP,2021-09-18
7027,HP,2021-09-19
7028,HP,2021-09-20
7029,HP,2021-09-21
7030,HP,2021-09-22
7031,HP,2021-09-23
7032,HP,2021-09-24
7033,HP,2021-09-25
7034,HP,2021-09-26
7035,HP,2021-09-27
7036,HP,2021-09-28
7037,HP,2021-09-29
7038,HP,2021-09-30
7039,HP,2021-10-01
7040,HP,2021-10-02
7041,HP,2021-10-03
7042,HP,2021-10-04
7043,HP,2021-10-05
7044,HP,2021-10-06
7045,HP,2021-10-07
7046,HP,2021-10-08
7047,HP,2021-10-09
7048,HP,2021-10-10
7049,HP,2021-10-11
7050,HP,2021-10-12
7051,HP,2021-10-13
7052,HP,2021-10-14
7053,HP,2021-10-15
7054,HP,2021-10-16
7055,HP,2021-10-17
7056,HP,2021-10-18
7057,HP,2021-10-19
7058,HP,2021-10-20
7059,HP,2021-10-21
7060,HP,2021-10-22
7061,HP,2021-10-23
7062,HP,2021-10-24
7063,HP,2021-10-25
7064,HP,2021-10-26
7065,HP,2021-10-27
7066,HP,2021-10-28
7067,HP,2021-10-29
7068,HP,2021-10-30
7069,HP,2021-10-31
7070,HR,2020-03-04
7071,HR,2020-03-05
7072,HR,2020-03-06
7073,HR,2020-03-07
7074,HR,2020-03-08
7075,HR,2020-03-09
7076,HR,2020-03-10
7077,HR,2020-03-11
7078,HR,2020-03-12
7079,HR,2020-03-13
7080,HR,2020-03-14
7081,HR,2020-03-15
7082,HR,2020-03-16
7083,HR,2020-03-17
7084,HR,2020-03-18
7085,HR,2020-03-19
7086,HR,2020-03-20
7087,HR,2020-03-21
7088,HR,2020-03-22
7089,HR,2020-03-23
7090,HR,2020-03-24
7091,HR,2020-03-25
7092,HR,2020-03-26
7093,HR,2020-03-27
7094,HR,2020-03-28
7095,HR,2020-03-29
7096,HR,2020-03-30
7097,HR,2020-03-31
7098,HR,2020-04-01
7099,HR,2020-04-02
7100,HR,2020-04-03
7101,HR,2020-04-04
7102,HR,2020-04-05
7103,HR,2020-04-06
7104,HR,2020-04-07
7105,HR,2020-04-08
7106,HR,2020-04-09
7107,HR,2020-04-10
7108,HR,2020-04-11
7109,HR,2020-04-12
7110,HR,2020-04-13
7111,HR,2020-04-14
7112,HR,2020-04-15
7113,HR,2020-04-16
7114,HR,2020-04-17
7115,HR,2020-04-18
7116,HR,2020-04-19
7117,HR,2020-04-20
7118,HR,2020-04-21
7119,HR,2020-04-22
7120,HR,2020-04-23
7121,HR,2020-04-24
7122,HR,2020-04-25
7123,HR,2020-04-26
7124,HR,2020-04-27
7125,HR,2020-04-28
7126,HR,2020-04-29
7127,HR,2020-04-30
7128,HR,2020-05-01
7129,HR,2020-05-02
7130,HR,2020-05-03
7131,HR,2020-05-04
7132,HR,2020-05-05
7133,HR,2020-05-06
7134,HR,2020-05-07
7135,HR,2020-05-08
7136,HR,2020-05-09
7137,HR,2020-05-10
7138,HR,2020-05-11
7139,HR,2020-05-12
7140,HR,2020-05-13
7141,HR,2020-05-14
7142,HR,2020-05-15
7143,HR,2020-05-16
7144,HR,2020-05-17
7145,HR,2020-05-18
7146,HR,2020-05-19
7147,HR,2020-05-20
7148,HR,2020-05-21
7149,HR,2020-05-22
7150,HR,2020-05-23
7151,HR,2020-05-24
7152,HR,2020-05-25
7153,HR,2020-05-26
7154,HR,2020-05-27
7155,HR,2020-05-28
7156,HR,2020-05-29
7157,HR,2020-05-30
7158,HR,2020-05-31
7159,HR,2020-06-01
7160,HR,2020-06-02
7161,HR,2020-06-03
7162,HR,2020-06-04
7163,HR,2020-06-05
7164,HR,2020-06-06
7165,HR,2020-06-07
7166,HR,2020-06-08
7167,HR,2020-06-09
7168,HR,2020-06-10
7169,HR,2020-06-11
7170,HR,2020-06-12
7171,HR,2020-06-13
7172,HR,2020-06-14
7173,HR,2020-06-15
7174,HR,2020-06-16
7175,HR,2020-06-17
7176,HR,2020-06-18
7177,HR,2020-06-19
7178,HR,2020-06-20
7179,HR,2020-06-21
7180,HR,2020-06-22
7181,HR,2020-06-23
7182,HR,2020-06-24
7183,HR,2020-06-25
7184,HR,2020-06-26
7185,HR,2020-06-27
7186,HR,2020-06-28
7187,HR,2020-06-29
7188,HR,2020-06-30
7189,HR,2020-07-01
7190,HR,2020-07-02
7191,HR,2020-07-03
7192,HR,2020-07-04
7193,HR,2020-07-05
7194,HR,2020-07-06
7195,HR,2020-07-07
7196,HR,2020-07-08
7197,HR,2020-07-09
7198,HR,2020-07-10
7199,HR,2020-07-11
7200,HR,2020-07-12
7201,HR,2020-07-13
7202,HR,2020-07-14
7203,HR,2020-07-15
7204,HR,2020-07-16
7205,HR,2020-07-17
7206,HR,2020-07-18
7207,HR,2020-07-19
7208,HR,2020-07-20
7209,HR,2020-07-21
7210,HR,2020-07-22
7211,HR,2020-07-23
7212,HR,2020-07-24
7213,HR,2020-07-25
7214,HR,2020-07-26
7215,HR,2020-07-27
7216,HR,2020-07-28
7217,HR,2020-07-29
7218,HR,2020-07-30
7219,HR,2020-07-31
7220,HR,2020-08-01
7221,HR,2020-08-02
7222,HR,2020-08-03
7223,HR,2020-08-04
7224,HR,2020-08-05
7225,HR,2020-08-06
7226,HR,2020-08-07
7227,HR,2020-08-08
7228,HR,2020-08-09
7229,HR,2020-08-10
7230,HR,2020-08-11
7231,HR,2020-08-12
7232,HR,2020-08-13
7233,HR,2020-08-14
7234,HR,2020-08-15
7235,HR,2020-08-16
7236,HR,2020-08-17
7237,HR,2020-08-18
7238,HR,2020-08-19
7239,HR,2020-08-20
7240,HR,2020-08-21
7241,HR,2020-08-22
7242,HR,2020-08-23
7243,HR,2020-08-24
7244,HR,2020-08-25
7245,HR,2020-08-26
7246,HR,2020-08-27
7247,HR,2020-08-28
7248,HR,2020-08-29
7249,HR,2020-08-30
7250,HR,2020-08-31
7251,HR,2020-09-01
7252,HR,2020-09-02
7253,HR,2020-09-03
7254,HR,2020-09-04
7255,HR,2020-09-05
7256,HR,2020-09-06
7257,HR,2020-09-07
7258,HR,2020-09-08
7259,HR,2020-09-09
7260,HR,2020-09-10
7261,HR,2020-09-11
7262,HR,2020-09-12
7263,HR,2020-09-13
7264,HR,2020-09-14
7265,HR,2020-09-15
7266,HR,2020-09-16
7267,HR,2020-09-17
7268,HR,2020-09-18
7269,HR,2020-09-19
7270,HR,2020-09-20
7271,HR,2020-09-21
7272,HR,2020-09-22
7273,HR,2020-09-23
7274,HR,2020-09-24
7275,HR,2020-09-25
7276,HR,2020-09-26
7277,HR,2020-09-27
7278,HR,2020-09-28
7279,HR,2020-09-29
7280,HR,2020-09-30
7281,HR,2020-10-01
7282,HR,2020-10-02
7283,HR,2020-10-03
7284,HR,2020-10-04
7285,HR,2020-10-05
7286,HR,2020-10-06
7287,HR,2020-10-07
7288,HR,2020-10-08
7289,HR,2020-10-09
7290,HR,2020-10-10
7291,HR,2020-10-11
7292,HR,2020-10-12
7293,HR,2020-10-13
7294,HR,2020-10-14
7295,HR,2020-10-15
7296,HR,2020-10-16
7297,HR,2020-10-17
7298,HR,2020-10-18
7299,HR,2020-10-19
7300,HR,2020-10-20
7301,HR,2020-10-21
7302,HR,2020-10-22
7303,HR,2020-10-23
7304,HR,2020-10-24
7305,HR,2020-10-25
7306,HR,2020-10-26
7307,HR,2020-10-27
7308,HR,2020-10-28
7309,HR,2020-10-29
7310,HR,2020-10-30
7311,HR,2020-10-31
7312,HR,2020-11-01
7313,HR,2020-11-02
7314,HR,2020-11-03
7315,HR,2020-11-04
7316,HR,2020-11-05
7317,HR,2020-11-06
7318,HR,2020-11-07
7319,HR,2020-11-08
7320,HR,2020-11-09
7321,HR,2020-11-10
7322,HR,2020-11-11
7323,HR,2020-11-12
7324,HR,2020-11-13
7325,HR,2020-11-14
7326,HR,2020-11-15
7327,HR,2020-11-16
7328,HR,2020-11-17
7329,HR,2020-11-18
7330,HR,2020-11-19
7331,HR,2020-11-20
7332,HR,2020-11-21
7333,HR,2020-11-22
7334,HR,2020-11-23
7335,HR,2020-11-24
7336,HR,2020-11-25
7337,HR,2020-11-26
7338,HR,2020-11-27
7339,HR,2020-11-28
7340,HR,2020-11-29
7341,HR,2020-11-30
7342,HR,2020-12-01
7343,HR,2020-12-02
7344,HR,2020-12-03
7345,HR,2020-12-04
7346,HR,2020-12-05
7347,HR,2020-12-06
7348,HR,2020-12-07
7349,HR,2020-12-08
7350,HR,2020-12-09
7351,HR,2020-12-10
7352,HR,2020-12-11
7353,HR,2020-12-12
7354,HR,2020-12-13
7355,HR,2020-12-14
7356,HR,2020-12-15
7357,HR,2020-12-16
7358,HR,2020-12-17
7359,HR,2020-12-18
7360,HR,2020-12-19
7361,HR,2020-12-20
7362,HR,2020-12-21
7363,HR,2020-12-22
7364,HR,2020-12-23
7365,HR,2020-12-24
7366,HR,2020-12-25
7367,HR,2020-12-26
7368,HR,2020-12-27
7369,HR,2020-12-28
7370,HR,2020-12-29
7371,HR,2020-12-30
7372,HR,2020-12-31
7373,HR,2021-01-01
7374,HR,2021-01-02
7375,HR,2021-01-03
7376,HR,2021-01-04
7377,HR,2021-01-05
7378,HR,2021-01-06
7379,HR,2021-01-07
7380,HR,2021-01-08
7381,HR,2021-01-09
7382,HR,2021-01-10
7383,HR,2021-01-11
7384,HR,2021-01-12
7385,HR,2021-01-13
7386,HR,2021-01-14
7387,HR,2021-01-15
7388,HR,2021-01-16
7389,HR,2021-01-17
7390,HR,2021-01-18
